CaseID,Date,Arbitrator_1,Arbitrator_2,Arbitrator_3,Arbitrator_4,Status,OldID,Case_Number,Region_(Speculative),Modif_And_Date,Sector,ClaimantCouns,RespondentCouns,Replaced
247,Jun-17,GLEESON ANTHONY MURRAY | Australia | Co-arbitrators | Active,CRENNAN SUSAN | Australia | Respondent(s) | Active,JACKSON DAVID | Australia | Claimant(s) | Active,,Closed,Old294,22532/PTA,,,,,,
248,Jun-17,LOERCHER TORSTEN | Germany ; United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrators | Active,PICKRAHN GUENTER | Germany | Claimant(s) | Active,WAGNER GERHARD | Germany | Respondent(s) | Active,,Closed,Old295,22502/FS,,,,,,
249,Jun-17,PESTALOZZI CHRISTOPH | Switzerland | Parties | Active,BRUSA DAMIANO | Switzerland | Claimant(s) | Active,GROSS BALZ PATRIK | Switzerland | Respondent(s) | Active,,Closed,Old296,22510/FS,,,,,,
250,Jun-17,ALBANESI CHRISTIAN | Argentina ; Italy | Court | Active,,,,Closed,Old299,22345/ASM/JPA,,,,,,
251,Jun-17,CARMONA CARLOS ALBERTO | Brazil | Co-arbitrators | Active,DE SALVO VENOSA SÍLVIO | Brazil | Respondent(s) | Active,TEPEDINO GUSTAVO | Brazil ; Italy | Claimant(s) | Active,,Closed,Old300,22177/ASM/JPA,,,,,,
252,Jun-17,DE ALBUQUERQUE PARENTE EDUARDO | Brazil | Court | Active,,,,Closed,Old302,22008/ASM/JPA,,,,,,
253,Jun-17,CONTHE MANUEL | Spain | Court | Active,,,,Closed,Old303,21736/ASM,,,,,,
254,Jun-17,SAUNDERS PAUL C. | United States of America | Co-arbitrators | Active,CHANG CHRISTOPHER | United States of America | Claimant(s) | Active,MARTIN JOHN S. | United States of America | Respondent(s) | Active,,Closed,Old304,22237/RD/MK,,,,,,
255,Jun-17,SPENSER UNDERHILL DOMINIC | United Kingdom (of Great Britain and Northern Ireland) | Parties | Active,,,,Closed,Old305,22550/TO,,,,,,
256,Jun-17,REES QC PETER | United Kingdom (of Great Britain and Northern Ireland) | Court | Active,WEBSTER TOM | Canada | Claimant(s) | Active,ALAM AFTAB | India | Court | Active,,Closed,Old306,22364/TO,,,,,,
257,Jun-17,STOFFEL-MUNCK PHILIPPE | France ; Switzerland | Co-arbitrators | Active,MAYER PIERRE | France | Claimant(s) | Active,TRAIN FRANÇOIS XAVIER | France | Respondent(s) | Active,,Closed,Old307,22244/DDA,,,,,,
258,Jun-17,COHEN DANIEL | France | Parties | Active,,,,Closed,Old308,22493/GR,,,,,,
259,Jun-17,HANOTIAU BERNARD | Belgium | Co-arbitrators | Active,WINARTA FRANS HENDRA | Indonesia | Claimant(s) | Active,LEE MICHAEL | United Kingdom (of Great Britain and Northern Ireland) | Respondent(s) | Active,,Closed,Old309,22369/PTA,,,,,,
260,Jun-17,REDFERN ALAN | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrators | Active,TSELENTIS MICHAEL | Greece ; South Africa | Claimant(s) | Active,COMAIR-OBEID NAYLA | France ; Lebanon | Respondent(s) | Active,,Closed,Old311,22459/TO,,,,,,
261,Jun-17,BATES ALBERT | United States of America | Co-arbitrators | Active,HINCHEY JOHN WILLIAM | United States of America | Claimant(s) | Active,YUNGBLUT STEPHEN K. | United States of America | Respondent(s) | Active,,Closed,Old312,21950/RD/MK,,,,,,
262,Jun-17,SINCLAIR ANTHONY CHARLES | New Zealand | Court | Active,,,,Closed,Old313,22148/RD/MK,,,,,,
263,Jun-17,DEBATTISTA CHARLES | Malta ; United Kingdom (of Great Britain and Northern Ireland) | Respondent(s) | Active,EDER HENRY BERNARD | United Kingdom (of Great Britain and Northern Ireland) | Respondent(s) | Active,MESTAD OLA | Norway | Claimant(s) | Active,,Closed,Old314,22603/TO,,,,,,
264,Jun-17,BEECHEY JOHN | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrators | Active,LEW JULIAN D.M. | United Kingdom (of Great Britain and Northern Ireland) | Respondent(s) | Active,BLANCH JULIET | United Kingdom (of Great Britain and Northern Ireland) | Claimant(s) | Active,,Closed,Old315,22490/TO,,,,,,
265,Jun-17,SREENAN PAUL | Ireland | Court | Active,MILDON DAVID WALLIS | United Kingdom (of Great Britain and Northern Ireland) | Claimant(s) | Active,YOUNG TIMOTHY NICHOLAS | United Kingdom (of Great Britain and Northern Ireland) | Respondent(s) | Active,,Closed,Old316,22394/TO,,,,,,
266,Jul-17,GONZÁLEZ DE COSSÍO FRANCISCO | Mexico | Co-arbitrators | Active,ESTAVILLO FERNANDO DAVID | Mexico | Respondent(s) | Active,GRAJEDA MUÑOZ EDGAR ALEJANDRO | Mexico | Claimant(s) | Active,,Closed,Old323,22439/ASM/JPA,,,,,,
267,Jul-17,KIMMELMAN LOUIS BENNO | United States of America | Court | Active,CROSBY WILLIAM HENRI | United States of America | Claimant(s) | Active,NEE OWEN DAWES JR. | United States of America | Respondent(s) | Active,,Closed,Old324,22572/RD/MK,,,,,,
268,Jul-17,ESTAVILLO FERNANDO DAVID | Mexico | Co-arbitrators | Active,GONZALEZ DE CASTILLA DEL VALLE EMILIO | Mexico | Respondent(s) | Active,CRUZ BARNEY OSCAR | Mexico | Claimant(s) | Active,GONZÁLEZ DE COSSÍO FRANCISCO | Mexico | Court | Active,Closed,Old325,22477/JPA,,,,,,
269,Jul-17,CARDENAS MEJIA JUAN PABLO | Colombia | Co-arbitrators | Active,JARAMILLO CARLOS IGNACIO | Colombia | Claimant(s) | Active,MIER BARROS PATRICIA | Colombia | Respondent(s) | Active,,Closed,Old326,22487/JPA,,,,,,
270,Jul-17,BOSTANJI SAMI | Tunisia | Other | Active,,,,Closed,Old328,21820/DDA,,,,,,
271,Jul-17,SUTCLIFFE JONATHAN | United Kingdom (of Great Britain and Northern Ireland) | Court | Active,BOGHOSSIAN NAYIRI | Armenia ; Syrian Arab Republic | Court | Active,SELIM ISMAIL AHMED ABDELWAHABISMAIL | Egypt | Court | Active,,Closed,Old329,21851 AYZ,,,,,,
272,Jul-17,FAORO ANDRÉ LEAL | Brazil | Co-arbitrators | Active,NUNES PINTO JOSÉ EMILIO | Brazil | Claimant(s) | Active,FERNANDEZ TRINDADE MARCELO | Brazil | Respondent(s) | Active,HUCK HERMES MARCELO | Brazil | Other | Active,Closed,Old331,21564/JPA,,,,,,BARBOSA MARCELO S. | Brazil | Co-arbitrators | Replaced
273,Jul-17,XAVIER LEONARDO RODRIGO | Brazil | Parties | Active,,,,Closed,Old334,22213/ASM/JPA,,,,,,
274,Jul-17,Garcia da Fonseca Rodrigo | Brazil | President | Parties | Active,SCHREIBER Anderson | Brazil | Co-arbitrator | Claimant(s) | Active,MURIEL Marcelo A. | Brazil | Co-arbitrator | Respondent(s) | Active,,Closed,Old335,22247/JPA,,"Closed, Jul 21",,,,
275,Jul-17,ALVAREZ HENRI | Canada | Co-arbitrators | Active,REICHERT KLAUS | Germany ; Ireland | Respondent(s) | Active,PONCET CHARLES | Switzerland | Claimant(s) | Active,,Closed,Old336,22123/FS,,,,,,
276,Jul-17,SZECSKAY ANDRÁS | Hungary | Respondent(s) | Active,VEKAS LAJOS | Hungary | Co-arbitrators | Active,VARGA ISTVAN | Hungary | Claimant(s) | Active,,Closed,Old337,22173/FS,,,,,,
277,Jul-17,CHANG SEUNG WHA | Korea (Rep. of) | Court | Active,CHIU CHARLES YA-WEN | Chinese Taipei | Parties | Active,LI FULDIEN | Chinese Taipei | Parties | Active,,Closed,Old340,22560/PTA,,,,,,
278,Jul-17,GOMEZ-RUANO SOFÍA | Mexico | Court | Active,,,,Closed,Old341,22363 ASM JPA,,,,,,
279,Jul-17,ELSING SIEGFRIED H. | Germany | Co-arbitrators | Active,PATOCCHI PAOLO MICHELE | Switzerland | Respondent(s) | Active,KRAMER MICHAEL | Switzerland | Claimant(s) | Active,,Closed,Old342,22132/GR,,,,,,
280,Jul-17,CARTER JAMES | United States of America | Co-arbitrators | Active,KEHOE EDWARD | Ireland ; United States of America | Respondent(s) | Active,KALICKI JEAN E. | United States of America | Claimant(s) | Active,,Closed,Old343,22187/MK,,,,,,
281,Jul-17,SHAWA SABRI | United States of America ; Canada | Parties | Active,,,,Closed,Old344,22491/MK,,,,,,
282,Jul-17,TICHAUER PAUL | Germany ; Canada | Parties | Active,,,,Closed,Old345,22622/RD/MK,,,,,,
283,Jul-17,SERAGLINI CHRISTOPHE | France | Court | Active,,,,Closed,Old346,21939/GR,,,,,,
284,Jul-17,TAY YU JIN | Singapore | Court | Active,,,,Closed,Old347,22298/PTA/TO,,,,,,
285,Jul-17,FELLAS JOHN | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrators | Active,SMIT ROBERT HUGH | United States of America | Respondent(s) | Active,LEW JULIAN D.M. | United Kingdom (of Great Britain and Northern Ireland) | Claimant(s) | Active,,Closed,Old348,22355/TO,,,,,,
286,Jul-17,JERMINI CESARE | Switzerland | Court | Active,,,,Closed,Old350,22299/DDA,,,,,,
287,Jul-17,Flecke-Giammarco Gustav | Germany | President | Co-arbitrators | Active,Draetta Ugo | Italy | Co-arbitrator | Claimant(s) | Active,PLATTE Martin | Austria | Co-arbitrator | Respondent(s) | Active,,Closed,Old352,22183/MHM,,"Closed, Jul 21",,,,
288,Jul-17,Frutos-Peterson Claudia | Mexico ; United States of America | Co-arbitrator | Respondent(s) | Active,Zamora Rodrigo | Mexico | Co-arbitrator | Claimant(s) | Active,Azar Cecilia | Mexico | President | Co-arbitrators | Active,,Closed,Old353,22616 JPA,,"Closed, Jul 21",,,,
289,Jul-17,DÍAZ DE RIVERA GUILLERMO | Mexico ; Spain | Claimant(s) | Active,AZAR CECILIA | Mexico | Respondent(s) | Active,LOPERENA CARLOS | Mexico | Co-arbitrators | Active,,Closed,Old354,22512 JPA,,,,,,
290,Aug-17,VAN LEEUWEN MELANIE | Netherlands | Court | Active,,,,Closed,Old358,22350/EA,,,,,,
291,Aug-17,KIRKHAM FRANCES MARGARET | United Kingdom (of Great Britain and Northern Ireland) | Parties | Active,HAFEZ KARIM | Egypt | Respondent(s) | Active,LOVETT GRAHAM | United Kingdom (of Great Britain and Northern Ireland) | Claimant(s) | Active,,Closed,Old360,22353/ZF/AYZ,,,,,,
292,Aug-17,KOHL BENOÎT | Belgium | Court | Active,BENSAUDE DENIS | France | Respondent(s) | Active,PIMONT SÉBASTIEN | France | Claimant(s) | Active,,Closed,Old361,21919/DDA,,,,,,
293,Aug-17,BATISTA MARTINS PEDRO ANTONIO | Brazil | Co-arbitrators | Active,GARCIA DA FONSECA RODRIGO | Brazil | Respondent(s) | Active,SALOMÃO FILHO CALIXTO | Brazil | Claimant(s) | Active,,Closed,Old362,21660/ASM/JPA,,,,,,
294,Aug-17,FAORO ANDRÉ LEAL | Brazil | Co-arbitrators | Active,NUNES PINTO JOSÉ EMILIO | Brazil | Claimant(s) | Active,FERNANDEZ TRINDADE MARCELO | Brazil | Respondent(s) | Active,,Closed,,22324/ASM/JPA,,,,,,BARBOSA MARCELO S. | Brazil | Co-arbitrators | Replaced
295,Aug-17,LEAL ISLA GARZA CARLOS | Mexico | Co-arbitrators | Active,NIETO SÁNCHEZ DE TAGLE ANDRES | Mexico | Claimant(s) | Active,MORALES BANUET ROGER EUGENIO | Mexico | Respondent(s) | Active,,Closed,Old364,22565/ASM/JPA,,,,,,
296,Aug-17,NATER-BASS GABRIELLE | Switzerland | Parties | Active,,,,Closed,Old365,22525/FS,,,,,,
297,Aug-17,BERNET MARTIN | Switzerland | Parties | Active,NATER-BASS GABRIELLE | Switzerland | Claimant(s) | Active,LIVSCHITZ TAMIR | Switzerland | Respondent(s) | Active,,Closed,Old366,22675/FS,,,,,,
298,Aug-17,VAN LEEUWEN MELANIE | Netherlands | Court | Active,RINGQUIST FREDRIK | Sweden | Respondent(s) | Active,CLEMENS-JONES TIMOTHY | United Kingdom (of Great Britain and Northern Ireland) | Claimant(s) | Active,,Closed,Old367,22347 MHM,,,,,,
299,Aug-17,KOJEVNIKOV BORIS | Austria | Co-arbitrators | Active,RUNELAND PER | Sweden | Respondent(s) | Active,PELLEW DOMINIC | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrators | Active,,Closed,Old369,22224 MHM,,,,,,
300,Aug-17,NIKIFOROV ILYA | Russian Federation | Court | Active,SERGEI VATAEV | Kazakhstan | Claimant(s) | Active,AUDZEVICIUS RAMUNAS | Lithuania | Court | Active,,Closed,Old370,22469 MHM,,,,,,
301,Aug-17,Szpara Justyna | Poland | Sole Arbitrator | Court | Active,,,,Closed,Old371,22530 MHM,,"Closed, Jul 21",,,,
302,Aug-17,MADSEN FINN | Sweden | Court | Active,,,,Closed,Old375,22688/FS,,,,,,
303,Aug-17,VAN LEEUWEN MELANIE | Netherlands | Parties | Active,NATER-BASS GABRIELLE | Switzerland | Respondent(s) | Active,SILVA ROMERO EDUARDO | Colombia | Claimant(s) | Active,,Closed,Old376,22342/GR,,,,,,
304,Aug-17,DUGUE CHRISTOPHE | France | Court | Active,,,,Closed,Old377,22312 AYZ,,,,,,
305,Aug-17,AYDOGDU BENNAR | Turkey | Court | Active,OZ TURGUT | Turkey | Claimant(s) | Active,,,Closed,Old379,21819 AYZ,,,,,,
306,Aug-17,SARIE-ELDIN HANI | Egypt | Court | Active,,,,Closed,Old380,22405 AYZ,,,,,,
307,Aug-17,FOUCHARD PAPAEFSTRATIOU ATHINA | Greece | Court | Active,,,,Closed,Old382,22473/MHM,,,,,,
308,Aug-17,CABROL EMMANUELLE | France | Court | Active,DOERRIES CHANTAL-AIMÉE | Germany | Claimant(s) | Active,SITARU DRAGOS-ALEXANDRU | Romania | Respondent(s) | Active,,Closed,Old383,22322/MHM,,,,,,
309,Aug-17,ROBERTS ANTHEA ELIZABETH | Australia | Court | Active,,,,Closed,Old384,22718/MK,,,,,,
310,Aug-17,FRIEDMAN ELLIOT | Australia | Court | Active,,,,Closed,Old385,22664/RD/MK,,,,,,
311,Aug-17,LACOVARA PHILIP ALLEN | United States of America | Parties | Active,FELLAS JOHN | United Kingdom (of Great Britain and Northern Ireland) | Respondent(s) | Active,,,Closed,Old386,22484/RD/MK,,,,,,
312,Aug-17,SCHÄFER Gunhild Sibylle | Germany | President | Co-arbitrators | Active,Ruckteschler Dorothee | Germany | Co-arbitrator | Claimant(s) | Active,DR BÜSING Heiko | Germany | Co-arbitrator | Respondent(s) | Active,,Closed,Old387,22044/FS,,"Closed, Jul 21",,,,
313,Aug-17,CARTER JAMES | United States of America | Co-arbitrators | Active,QUINN JAMES W. | United States of America | Claimant(s) | Active,BRODSKY DAVID MICHAEL | United States of America | Respondent(s) | Active,,Closed,Old389,22488/MK,,,,,,
314,Sep-17,Helou Claudine | Lebanon | Sole Arbitrator | Court | Active,,,,Closed,Old391,22520/ZF/AYZ,,"Closed, Jul 21",,,,
315,Sep-17,BRYNMOR THOMAS DAVID | United Kingdom (of Great Britain and Northern Ireland) | Court | Active,,,,Closed,Old393,22553/TO,,,,,,
316,Sep-17,REES QC PETER | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrators | Active,BAIZEAU DOMITILLE | France ; New Zealand | Respondent(s) | Active,RIX BERNARD | United Kingdom (of Great Britain and Northern Ireland) | Claimant(s) | Active,,Closed,Old394,22456/TO,,,,,,
317,Sep-17,PAPANIKOLAOU IOANNIS | Greece | Co-arbitrators | Active,STATHOPOULOS MICHAEL | Greece | Claimant(s) | Active,PAPANIKOLAOU PANAGIOTIS | Greece | Respondent(s) | Active,,Closed,Old395,22310/ZF/AYZ,,,,,,
318,Sep-17,PAPANIKOLAOU IOANNIS | Greece | Co-arbitrators | Active,STATHOPOULOS MICHAEL | Greece | Claimant(s) | Active,PAPANIKOLAOU PANAGIOTIS | Greece | Respondent(s) | Active,,Closed,Old396,22311/ZF/AYZ,,,,,,
319,Sep-17,JIMENEZ DYALA | Costa Rica | Co-arbitrators | Active,OGARRIO ALEJANDRO | Mexico | Respondent(s) | Active,SIQUEIROS EDUARDO | Mexico | Claimant(s) | Active,,Closed,Old399,22716/JPA,,,,,,
320,Sep-17,SZUCSICH MARKO | Austria | Claimant(s) | Active,,,,Closed,Old400,22303/MHM,,,,,,
321,Sep-17,HANEFELD INKA | Germany | Co-arbitrators | Active,HOLLANDER PASCAL | Belgium | Respondent(s) | Active,PITKOWITZ NIKOLAUS | Austria | Claimant(s) | Active,,Closed,Old401,21889/MHM,,,,,,
322,Sep-17,MOSER MICHAEL | Austria | Co-arbitrators | Active,YOUNG TIMOTHY NICHOLAS | United Kingdom (of Great Britain and Northern Ireland) | Respondent(s) | Active,,,Closed,Old403,22631/PTA,,,,,,
323,Sep-17,CHEN HELENA | Chinese Taipei | Court | Active,LO MING TUNG | Chinese Taipei | Claimant(s) | Active,FONG JERRY GEN YU | Chinese Taipei | Respondent(s) | Active,,Closed,Old405,22419/PTA,,,,,,
324,Sep-17,MARTINETTI CRISTINA | Italy | Court | Active,,,,Closed,Old406,22175/GR,,,,,,
325,Sep-17,HARDING RICHARD | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrators | Active,JONES DOUG | Australia ; Ireland | Claimant(s) | Active,ANSELL RACHEL | United Kingdom (of Great Britain and Northern Ireland) | Respondent(s) | Active,,Closed,Old407,22413/TO,,,,,,
326,Sep-17,PETERSON PATRICIA | Canada | Court | Active,AZZALI STEFANO | Italy | Court | Active,PARALIKA MARILY | Greece | Court | Active,,Closed,Old408,22475/TO,,,,,,
327,Sep-17,COLLINS MICHAEL | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrators | Active,KENDRICK DOMINIC | United Kingdom (of Great Britain and Northern Ireland) | Respondent(s) | Active,REECE RUPERT | United Kingdom (of Great Britain and Northern Ireland) | Claimant(s) | Active,,Closed,Old409,22480/TO,,,,,,
328,Sep-17,LORD RICHARD | United Kingdom (of Great Britain and Northern Ireland) | Parties | Active,,,,Closed,Old410,22707/TO,,,,,,
329,Sep-17,HONLET JEAN-CHRISTOPHE | France | Co-arbitrators | Active,NAIRAC CHARLES | France ; Mauritius ; United Kingdom (of Great Britain and Northern Ireland) | Respondent(s) | Active,THIEFFRY PATRICK | France | Claimant(s) | Active,,Closed,Old412,22335/DDA,,,,,,
330,Sep-17,ARCE GARGOLLO FRANCISCO JAVIER | Mexico | Court | Active,SIQUEIROS EDUARDO | Mexico | Claimant(s) | Active,RODRÍGUEZ MÁRQUEZ JOSÉ ANTONIO | Mexico | Respondent(s) | Active,,Closed,Old413,22499 ASM JPA,,,,,,
331,Sep-17,HARDING RICHARD | Germany ; United Kingdom (of Great Britain and Northern Ireland) | Parties | Active,,,,Closed,Old416,22822/AYZ,,,,,,
332,Sep-17,BEHAR REUVEN | Israel | Court | Active,,,,Closed,Old418,22662/ZF/AYZ,,,,,,
333,Sep-17,AFFAKI GEORGES | France ; Syrian Arab Republic | Court | Active,,,,Closed,Old419,22263/MHM,,,,,,
334,Sep-17,SMALIUKAS ANDRIUS | Lithuania | Court | Active,,,,Closed,Old420,22652/MHM,,,,,,
335,Sep-17,ZYKIN IVAN | Russian Federation | Court | Active,VATAEV SERGEI | Kazakhstan | Claimant(s) | Active,ANISCHENKO ALEXEY | Belarus | Respondent(s) | Active,,Closed,Old421,22392/MHM,,,,,,
336,Sep-17,BAIER ANTON | Austria | Co-arbitrators | Active,MULLER WERNER | Germany | Claimant(s) | Active,DONENKO DMYTRO | Ukraine | Court | Active,,Closed,Old422,22500/MHM,,,,,,
337,Sep-17,YANG ING LOONG | Singapore | Parties | Active,,,,Closed,Old423,22587/PTA,,,,,,
338,Sep-17,TAN PAUL | Singapore | Court | Active,,,,Closed,Old424,22658/PTA,,,,,,
339,Sep-17,RISSE JOERG | Germany | Court | Active,IBRAHIM ASHRAF | Egypt | Claimant(s) | Active,WIRTH MARKUS H. | Switzerland | Respondent(s) | Active,,Closed,Old428,22443/ZF/AYZ,,,,,,
340,Sep-17,SHEPPARD AUDLEY | Ireland ; New Zealand | Co-arbitrators | Active,SCHERER MATTHIAS | Switzerland | Respondent(s) | Active,CHAPMAN PETER H.J. | United Kingdom (of Great Britain and Northern Ireland) | Claimant(s) | Active,,Closed,Old429,22327/ZF/AYZ,,,,,,
341,Sep-17,LLAMZON ALOYSIUS | Philippines | Court | Active,,,,Closed,Old430,22539/RD/MK,,,,,,
342,Sep-17,LINDSAY EMMA | Australia ; United Kingdom (of Great Britain and Northern Ireland) | Court | Active,,,,Closed,Old431,22844/MK,,,,,,
343,Sep-17,STILZ EBERHARD THEODOR | Germany | Court | Active,,,,Closed,Old432,22189/FS,,,,,,
345,Sep-17,LENZ CLAUS HERMANN | Germany | Co-arbitrators | Active,LEINEMANN RALF | Germany | Claimant(s) | Active,SCHULZE-HAGEN ALFONS | Germany | Respondent(s) | Active,,Closed,Old435,22639/FS,,,,,,
346,Sep-17,PETKUTE JURGITA | Lithuania | Court | Active,,,,Closed,Old436,22702/FS,,,,,,
347,Sep-17,STONE NICK | United Kingdom (of Great Britain and Northern Ireland) ; Canada | Court | Active,WINARTA FRANS HENDRA | Indonesia | Claimant(s) | Active,ROOSDIONO ANANGGA W. | Indonesia | Respondent(s) | Active,,Closed,Old438,21949/PTA,,,,,,
348,Sep-17,WALSH THOMAS | United Kingdom (of Great Britain and Northern Ireland) | Court | Active,,,,Closed,Old439,22559/PTA,,,,,,
349,Sep-17,DE LY FILIP | Belgium | Co-arbitrators | Active,DE BOISSÉSON MATTHIEU | France | Claimant(s) | Active,BOO LAWRENCE G. S. | Singapore | Respondent(s) | Active,,Closed,Old440,22641/PTA,,,,,,
350,Sep-17,REINER ANDREAS | Austria | Court | Active,MOLFESSIS NICOLAS | France | Respondent(s) | Active,IBIG EUGÈNE | Switzerland | Claimant(s) | Active,,Closed,Old441,22307/DDA,,,,,,
351,Sep-17,GHARAVI HAMID G. | France ; Iran (Islamic Rep. of) | Co-arbitrators | Active,ZUKOVA GALINA | Latvia | Respondent(s) | Active,CRIVELLARO ANTONIO | Italy | Claimant(s) | Active,,Closed,Old442,22594/MHM,,,,,,
352,Sep-17,CASTRESANA SÁNCHEZ Luis Felipe | Spain | President | Co-arbitrators | Active,FERNÁNDEZ-BALLESTEROS Miguel Ángel | Spain | Co-arbitrator | Claimant(s) | Active,HIERRO HERNÁNDEZ-MORA Antonio | Spain | Co-arbitrator | Respondent(s) | Active,,Closed,Old443,22285 ASM JPA,,"Closed, Jul 21",,,,
353,Sep-17,GERSTENMAIER KLAUS-ALBRECHT | Germany | Co-arbitrators | Active,PICKRAHN GUENTER | Germany | Claimant(s) | Active,GANTENBERG ULRIKE | Germany | Respondent(s) | Active,,Closed,Old444,22505/FS,,,,,,
354,Sep-17,RONTCHEVSKY NICOLAS | France | Co-arbitrators | Active,STOFFEL-MUNCK PHILIPPE | France ; Switzerland | Claimant(s) | Active,VIDAL-NAQUET ALAIN | France | Respondent(s) | Active,,Closed,Old445,22376/DDA,,,,,,
355,Oct-17,RICHLER JOEL | Canada | Court | Active,KRINSKY ANDREW N. | United States of America | Claimant(s) | Active,WOLFSON HOWARD S. | United States of America | Respondent(s) | Active,,Closed,Old446,22272/RD/MK,,,,,,
356,Oct-17,BOASE ANNA | United Kingdom (of Great Britain and Northern Ireland) | Court | Active,,,,Closed,Old447,22833/MK,,,,,,
357,Oct-17,LEE KRISTA | United Kingdom (of Great Britain and Northern Ireland) | Appointing Authority | Active,HAMMOUD LARA | France ; Lebanon | Court | Active,QUIRK IAIN | United Kingdom (of Great Britain and Northern Ireland) | Claimant(s) | Active,,Closed,Old448,22102/TO,,,,,,
358,Oct-17,COMAIR-OBEID NAYLA | France ; Lebanon | Court | Active,SY SEYDOU MADANI | Senegal | Claimant(s) | Active,JOACHIM BILE-AKA | Cote d' Ivoire | Court | Active,,Closed,Old450,22056/DDA,,,,,,
359,Oct-17,COHEN DANIEL | France | Parties | Active,,,,Closed,Old452,22623/DDA,,,,,,
360,Oct-17,BANIFATEMI YAS | France ; Iran (Islamic Rep. of) | Co-arbitrators | Active,TRARI TANI MOSTEFA | Algeria | Claimant(s) | Active,JERMINI CESARE | Switzerland | Respondent(s) | Active,,Closed,Old453,22686/DDA,,,,,,
361,Oct-17,TSCHANZ PIERRE-YVES | Switzerland | Court | Active,,,,Closed,Old454,22735 AYZ,,,,,,
362,Oct-17,RHODES-VIVOUR ADEDOYIN | Nigeria | Court | Active,FLETCHER QC NICHOLAS | United Kingdom (of Great Britain and Northern Ireland) | Respondent(s) | Active,MUSONDA MICHAEL | Zambia | Claimant(s) | Active,,Closed,Old455,22666/TO,,,,,,
363,Oct-17,"ROONEY, JR. JOHN HENRY | United States of America | Court | Active",,,,Closed,Old456,22157/ASM/JPA,,,,,,
364,Oct-17,CAIRNS DAVID J.A. | New Zealand ; United Kingdom (of Great Britain and Northern Ireland) | Court | Active,HIERRO ANTONIO | Spain | Claimant(s) | Active,GARAYO ORBE MANUEL | Spain | Respondent(s) | Active,,Closed,Old457,22564/ASM/JPA,,,,,,
365,Oct-17,SADOWSKI WOJCIECH | Poland | Court | Active,NIKIFOROV ILYA | Russian Federation | Claimant(s) | Active,GIESSEN PHILIPP | Germany | Respondent(s) | Active,,Closed,Old458,22625/MHM,,,,,,
366,Oct-17,FROEHLINGSDORF JOSEF | Germany | Court | Active,,,,Closed,Old459,22917/JPA,,,,,,
367,Oct-17,KROLL STEFAN | Germany | Parties | Active,HABEGGER PHILIPP | Switzerland | Claimant(s) | Active,PITKOWITZ NIKOLAUS | Austria | Respondent(s) | Active,,Closed,Old460,22787/PTA,,,,,,
368,Oct-17,NISSEN ALEXANDER | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrators | Active,HOFFMANN LEONARD | United Kingdom (of Great Britain and Northern Ireland) | Respondent(s) | Active,TER HAAR ROGER | United Kingdom (of Great Britain and Northern Ireland) | Claimant(s) | Active,,Closed,Old462,22640/PTA,,,,,,
369,Oct-17,MOSER MICHAEL | Austria | Parties | Active,PRYLES MICHAEL | Australia | Respondent(s) | Active,HWANG MICHAEL | Singapore | Claimant(s) | Active,,Closed,Old463,22593/PTA,,,,,,
370,Oct-17,DÍEZ-PICAZO IGNACIO | Spain | Co-arbitrators | Active,ARIAS DAVID | Spain | Claimant(s) | Active,PANTALEÓN FERNANDO | Spain | Respondent(s) | Active,,Closed,Old464,22578 JPA,,,,,,
371,Oct-17,BESSON SÉBASTIEN | Switzerland | Parties | Active,,,,Closed,Old465,22831/GR,,,,,,
372,Oct-17,MAGLIANA MELISSA | Italy ; Switzerland ; United States of America | Co-arbitrators | Active,DALLAFIOR ROBERTO | Italy ; Switzerland | Claimant(s) | Active,SPOORENBERG FRANK | France ; Switzerland | Respondent(s) | Active,,Closed,Old466,22373/GR,,,,,,
373,Oct-17,STIRNIMANN FUENTES FRANZ XAVER | Peru ; Switzerland | Court | Active,DERAINS YVES | France | Respondent(s) | Active,WEEMS PHILIP | United States of America | Claimant(s) | Active,,Closed,Old469,22660/TO,,,,,,
374,Oct-17,FULLELOVE GREGORY ROY | United Kingdom (of Great Britain and Northern Ireland) | Court | Active,,,,Closed,Old470,22958/TO,,,,,,
375,Nov-17,MAVROGORDATO ZANNIS | United Kingdom (of Great Britain and Northern Ireland) | Court | Active,LIEBSCHER CHRISTOPH | Austria | Respondent(s) | Active,CAPRASSE OLIVIER | Belgium | Claimant(s) | Active,,Closed,Old472,22452/GR,,,,,,
376,Nov-17,HOLLANDER Pascal | Belgium | President | Co-arbitrators | Active,RADICATI DI BROZOLO Luca | Italy ; United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Claimant(s) | Active,VON SEGESSER Georg | Switzerland | Co-arbitrator | Respondent(s) | Active,,Closed,Old475,22537/GR,,"Closed, Jul 21",,,,
